"UTC","Year","Mo","Da","Ho","Mi","Se","LatDef","LonDef","MwDef",""
"1896-10-16T0:0:0","1896","10","16","00","00","00","43.770","8.735","4.91",""
"1896-12-1T2:25:0","1896","12","01","02","25","00","46.506","13.306","4.16",""
"1896-12-8T17:6:45","1896","12","08","17","06","45","44.202","10.817","4.33",""
"1896-12-19T21:18:0","1896","12","19","21","18","00","37.638","15.175","2.91",""
"1897-1-17T20:30:0","1897","01","17","20","30","00","46.150","14.630","4.16",""
"1897-1-19T19:20:0","1897","01","19","19","20","00","42.725","12.936","4.68",""
"1897-1-22T22:2:0","1897","01","22","22","02","00","46.080","14.470","4.40",""
"1897-1-27T1:35:0","1897","01","27","01","35","00","45.817","11.151","4.11",""
"1897-2-2T0:32:0","1897","02","02","00","32","00","46.180","14.500","4.63",""
"1897-2-11T23:33:7","1897","02","11","23","33","07","37.246","16.311","5.03",""
"1897-2-20T6:0:0","1897","02","20","06","00","00","47.300","11.450","4.63",""
"1897-2-26T18:38:0","1897","02","26","18","38","00","47.300","11.450","4.40",""
"1897-3-1T8:40:0","1897","03","01","08","40","00","43.158","12.602","4.86",""
"1897-3-29T0:5:0","1897","03","29","00","05","00","41.498","14.053","4.16",""
"1897-4-4T22:53:0","1897","04","04","22","53","00","46.180","14.500","4.16",""
"1897-4-27T2:17:50","1897","04","27","02","17","50","42.230","13.964","4.21",""
"1897-5-15T13:42:30","1897","05","15","13","42","30","38.412","13.278","4.52",""
"1897-5-22T2:5:0","1897","05","22","02","05","00","43.474","11.114","4.26",""
"1897-5-28T22:40:2","1897","05","28","22","40","02","36.991","18.487","5.46",""
"1897-6-11T12:45:0","1897","06","11","12","45","00","45.859","12.002","4.44",""
"1897-6-17T11:15:0","1897","06","17","11","15","00","41.692","13.419","4.16",""
"1897-6-24T19:4:0","1897","06","24","19","04","00","43.554","12.555","4.34",""
"1897-7-6T20:44:0","1897","07","06","20","44","00","44.417","8.652","4.22",""
"1897-7-15T5:53:0","1897","07","15","05","53","00","46.054","14.458","4.99",""
"1897-7-27T9:2:14","1897","07","27","09","02","14","43.636","10.655","4.27",""
"1897-8-3T13:48:0","1897","08","03","13","48","00","45.750","14.370","4.40",""
"1897-9-3T0:0:0","1897","09","03","00","00","00","46.180","14.500","4.16",""
"1897-9-6T3:10:44","1897","09","06","03","10","44","43.790","10.667","4.59",""
"1897-9-12T0:55:0","1897","09","12","00","55","00","43.003","12.643","4.19",""
"1897-9-18T9:15:0","1897","09","18","09","15","00","46.870","9.530","4.30",""
"1897-9-21T0:0:0","1897","09","21","00","00","00","43.706","12.966","5.40",""
"1897-10-12T0:0:0","1897","10","12","00","00","00","43.925","7.845","4.34",""
"1897-10-28T10:40:0","1897","10","28","10","40","00","43.018","13.496","4.16",""
"1897-11-15T23:52:0","1897","11","15","23","52","00","43.085","11.597","4.10",""
"1897-11-22T7:29:0","1897","11","22","07","29","00","46.230","14.580","4.16",""
"1897-12-6T3:15:0","1897","12","06","03","15","00","39.254","16.699","3.90",""
"1897-12-10T18:15:10","1897","12","10","18","15","10","46.120","14.450","4.16",""
"1897-12-18T7:24:20","1897","12","18","07","24","20","43.498","12.382","5.09",""
"1898-1-16T13:10:0","1898","01","16","13","10","00","44.657","11.821","4.59",""
"1898-2-5T13:51:30","1898","02","05","13","51","30","46.150","14.550","4.16",""
"1898-2-20T4:57:26","1898","02","20","04","57","26","46.105","13.478","5.12",""
"1898-3-4T21:5:0","1898","03","04","21","05","00","44.655","10.260","5.37",""
"1898-3-9T11:43:0","1898","03","09","11","43","00","44.657","11.821","4.59",""
"1898-4-17T22:49:31","1898","04","17","22","49","31","46.050","14.500","4.86",""
"1898-4-21T5:35:42","1898","04","21","05","35","42","39.114","16.358","3.93",""
"1898-4-23T18:22:8","1898","04","23","18","22","08","42.888","12.927","3.93",""
"1898-5-6T13:10:0","1898","05","06","13","10","00","46.600","7.680","4.80",""
"1898-5-14T4:45:0","1898","05","14","04","45","00","37.615","14.889","4.03",""
"1898-6-27T23:38:0","1898","06","27","23","38","00","42.414","12.903","5.50",""
"1898-8-12T0:0:0","1898","08","12","00","00","00","38.181","15.386","4.82",""
"1898-8-25T16:37:46","1898","08","25","16","37","46","42.895","12.994","5.03",""
"1898-9-7T0:45:0","1898","09","07","00","45","00","46.150","14.630","4.40",""
"1898-9-12T14:14:10","1898","09","12","14","14","10","42.908","12.975","5.48",""
"1898-9-17T14:26:0","1898","09","17","14","26","00","38.174","15.408","4.01",""
"1898-11-3T5:59:0","1898","11","03","05","59","00","37.259","14.546","4.51",""
"1898-11-16T0:0:0","1898","11","16","00","00","00","45.665","10.410","4.63",""
"1898-11-22T23:10:0","1898","11","22","23","10","00","43.653","12.316","3.93",""
"1898-11-24T23:37:0","1898","11","24","23","37","00","41.230","14.948","4.21",""
"1898-11-27T1:0:0","1898","11","27","01","00","00","43.132","13.139","4.39",""
"1899-1-5T2:45:0","1899","01","05","02","45","00","41.497","13.805","4.16",""
"1899-1-18T20:48:0","1899","01","18","20","48","00","46.180","14.500","4.40",""
"1899-2-7T12:35:30","1899","02","07","12","35","30","42.996","13.106","4.04",""
"1899-2-16T2:30:0","1899","02","16","02","30","00","46.130","14.470","4.16",""
"1899-3-27T1:19:55","1899","03","27","01","19","55","40.969","13.321","3.70",""
"1899-4-21T0:57:55","1899","04","21","00","57","55","42.800","12.928","3.96",""
"1899-5-3T21:45:0","1899","05","03","21","45","00","37.621","14.919","2.91",""
"1899-5-30T7:0:0","1899","05","30","07","00","00","47.310","10.490","3.93",""
"1899-6-22T13:20:0","1899","06","22","13","20","00","43.206","13.495","4.08",""
"1899-6-26T23:17:22","1899","06","26","23","17","22","43.958","11.117","5.02",""
"1899-6-26T23:20:0","1899","06","26","23","20","00","","","",""
"1899-6-27T21:15:0","1899","06","27","21","15","00","38.556","14.844","4.16",""
"1899-7-2T4:54:0","1899","07","02","04","54","00","37.656","15.171","3.19",""
"1899-7-8T22:56:55","1899","07","08","22","56","55","44.010","11.822","4.02",""
"1899-7-19T13:18:54","1899","07","19","13","18","54","41.798","12.686","5.10",""
"1899-8-5T6:20:0","1899","08","05","06","20","00","46.590","14.640","4.86",""
"1899-8-16T0:5:0","1899","08","16","00","05","00","41.143","15.337","4.57",""
"1899-9-18T5:16:23","1899","09","18","05","16","23","46.150","14.380","4.86",""
"1899-9-23T22:11:0","1899","09","23","22","11","00","37.628","15.139","2.91",""
"1899-10-2T14:17:0","1899","10","02","14","17","00","40.555","15.654","4.64",""
"1899-10-30T15:12:0","1899","10","30","15","12","00","45.780","11.195","4.27",""
"1899-11-15T23:40:0","1899","11","15","23","40","00","45.404","11.440","4.25",""
"1900-1-29T4:22:0","1900","01","29","04","22","00","42.279","13.972","4.08",""
"1900-3-4T16:55:0","1900","03","04","16","55","00","45.849","12.067","5.05",""
"1900-4-5T22:27:30","1900","04","05","22","27","30","44.391","7.413","4.30",""
"1900-4-22T0:0:0","1900","04","22","00","00","00","43.849","7.872","3.70",""
"1900-5-1T13:40:0","1900","05","01","13","40","00","46.910","13.540","4.16",""
"1900-5-10T8:0:0","1900","05","10","08","00","00","44.413","7.192","4.10",""
"1900-5-18T1:24:0","1900","05","18","01","24","00","46.458","6.812","3.93",""
"1900-5-19T16:55:0","1900","05","19","16","55","00","42.583","12.768","4.22",""
"1900-8-10T4:28:13","1900","08","10","04","28","13","42.781","13.733","4.28",""
"1900-8-11T19:0:0","1900","08","11","19","00","00","42.833","12.578","4.16",""
"1900-8-16T21:0:0","1900","08","16","21","00","00","45.416","7.502","4.16",""
"1900-8-28T16:38:0","1900","08","28","16","38","00","43.469","11.287","3.70",""
"1900-12-9T4:30:0","1900","12","09","04","30","00","46.200","13.650","4.16",""
"1900-12-23T22:30:0","1900","12","23","22","30","00","41.815","15.727","4.37",""
"1900-12-29T0:7:57","1900","12","29","00","07","57","41.744","13.575","4.06",""
"1900-12-30T23:36:20","1900","12","30","23","36","20","44.651","8.447","4.35",""
"1901-1-10T7:58:0","1901","01","10","07","58","00","44.616","8.442","3.70",""
"1901-1-19T5:15:0","1901","01","19","05","15","00","42.719","12.113","4.16",""
"1901-1-20T6:30:0","1901","01","20","06","30","00","44.908","11.093","3.68",""
"1901-1-20T6:34:20","1901","01","20","06","34","20","44.892","11.087","4.11",""
"1901-1-23T0:17:10","1901","01","23","00","17","10","45.034","8.998","4.23",""
"1901-2-16T20:6:15","1901","02","16","20","06","15","46.180","15.010","4.86",""
"1901-3-29T7:5:0","1901","03","29","07","05","00","45.178","7.101","4.28",""
"1901-4-20T9:35:5","1901","04","20","09","35","05","44.322","7.516","4.31",""
"1901-4-24T14:20:0","1901","04","24","14","20","00","42.100","12.736","5.25",""
"1901-5-11T11:10:0","1901","05","11","11","10","00","37.617","15.029","3.75",""
"1901-5-11T18:20:0","1901","05","11","18","20","00","37.614","15.026","3.19",""
"1901-5-25T3:59:20","1901","05","25","03","59","20","44.923","7.563","4.50",""
"1901-6-19T12:0:0","1901","06","19","12","00","00","42.546","12.232","4.40",""
"1901-6-20T17:30:0","1901","06","20","17","30","00","38.878","16.541","4.31",""
"1901-7-12T14:10:0","1901","07","12","14","10","00","46.130","14.500","4.16",""
"1901-7-31T10:38:30","1901","07","31","10","38","30","41.719","13.750","5.16",""
"1901-8-4T6:52:0","1901","08","04","06","52","00","42.736","12.737","4.16",""
"1901-9-22T21:42:12","1901","09","22","21","42","12","43.564","10.952","4.68",""
"1901-9-25T23:40:0","1901","09","25","23","40","00","43.877","12.879","4.23",""
"1901-10-15T13:55:53","1901","10","15","13","55","53","42.257","13.964","4.22",""
"1901-10-30T14:49:58","1901","10","30","14","49","58","45.584","10.490","5.44",""
"1901-10-30T14:51:41","1901","10","30","14","51","41","","","",""
"1901-12-13T0:10:22","1901","12","13","00","10","22","38.651","16.191","4.81",""
"1902-1-10T19:40:0","1902","01","10","19","40","00","45.670","14.220","4.40",""
"1902-3-5T7:6:0","1902","03","05","07","06","00","44.093","10.463","4.98",""
"1902-3-11T15:20:46","1902","03","11","15","20","46","41.808","12.681","3.93",""
"1902-4-11T1:28:44","1902","04","11","01","28","44","44.856","8.860","3.70",""
"1902-6-14T14:30:45","1902","06","14","14","30","45","42.833","12.578","4.16",""
"1902-6-19T9:23:0","1902","06","19","09","23","00","46.823","11.257","4.96",""
"1902-6-27T16:48:0","1902","06","27","16","48","00","43.643","11.832","4.46",""
"1902-7-20T22:37:0","1902","07","20","22","37","00","41.371","13.995","3.83",""
"1902-8-4T22:36:10","1902","08","04","22","36","10","44.113","10.280","4.78",""
"1902-9-21T20:12:6","1902","09","21","20","12","06","41.703","13.353","4.02",""
"1902-10-11T18:30:36","1902","10","11","18","30","36","45.820","13.630","4.16",""
"1902-10-23T8:51:0","1902","10","23","08","51","00","42.357","12.839","4.74",""
"1902-11-21T9:10:0","1902","11","21","09","10","00","45.036","7.073","4.16",""
"1902-12-4T16:35:1","1902","12","04","16","35","01","44.121","10.128","4.35",""
"1902-12-16T12:28:0","1902","12","16","12","28","00","41.021","14.617","4.16",""
"1902-12-17T5:21:0","1902","12","17","05","21","00","42.839","11.602","4.83",""
"1903-1-31T23:30:0","1903","01","31","23","30","00","47.130","10.120","4.16",""
"1903-2-10T8:4:0","1903","02","10","08","04","00","36.903","15.014","4.32",""
"1903-2-16T19:59:0","1903","02","16","19","59","00","46.030","14.230","4.86",""
"1903-3-21T21:35:0","1903","03","21","21","35","00","44.289","7.073","4.16",""
"1903-4-4T1:41:0","1903","04","04","01","41","00","43.819","8.337","4.45",""
"1903-5-4T3:44:0","1903","05","04","03","44","00","41.034","14.557","4.69",""
"1903-5-21T15:45:0","1903","05","21","15","45","00","46.320","14.220","4.16",""
"1903-5-26T16:56:0","1903","05","26","16","56","00","37.614","15.081","2.91",""
"1903-5-26T21:7:0","1903","05","26","21","07","00","42.402","12.860","3.93",""
"1903-6-21T13:29:0","1903","06","21","13","29","00","42.635","12.041","4.40",""
"1903-7-13T8:19:0","1903","07","13","08","19","00","37.154","14.575","4.14",""
"1903-7-27T3:46:0","1903","07","27","03","46","00","44.329","9.953","5.19",""
"1903-8-22T15:50:0","1903","08","22","15","50","00","45.650","14.220","4.16",""
"1903-9-1T20:0:0","1903","09","01","20","00","00","45.750","14.180","4.40",""
"1903-9-1T20:0:0","1903","09","01","20","00","00","45.750","14.180","4.40",""
"1903-11-2T21:52:0","1903","11","02","21","52","00","42.794","13.074","4.81",""
"1903-11-20T9:57:0","1903","11","20","09","57","00","37.646","15.108","3.47",""
"1903-12-7T5:58:0","1903","12","07","05","58","00","41.040","14.527","4.14",""
"1903-12-7T19:45:0","1903","12","07","19","45","00","41.124","14.854","3.93",""
"1903-12-14T22:21:0","1903","12","14","22","21","00","47.390","11.770","4.16",""
"1904-1-16T16:28:30","1904","01","16","16","28","30","44.456","8.493","4.01",""
"1904-2-24T15:53:26","1904","02","24","15","53","26","42.097","13.316","5.68",""
"1904-2-25T0:29:13","1904","02","25","00","29","13","42.076","13.319","4.56",""
"1904-2-25T18:47:50","1904","02","25","18","47","50","44.490","10.640","4.81",""
"1904-3-3T18:55:44","1904","03","03","18","55","44","42.032","13.426","4.32",""
"1904-3-10T4:21:36","1904","03","10","04","21","36","42.092","13.363","4.16",""
"1904-3-10T4:23:4.24","1904","03","10","04","23","04","46.300","13.820","",""
"1904-3-20T5:50:4","1904","03","20","05","50","04","42.078","13.352","3.93",""
"1904-3-20T7:50:0","1904","03","20","07","50","00","42.064","13.342","4.40",""
"1904-3-29T8:30:0","1904","03","29","08","30","00","42.092","13.363","4.40",""
"1904-3-31T8:41:48","1904","03","31","08","41","48","46.150","14.920","4.63",""
"1904-4-8T8:22:0","1904","04","08","08","22","00","41.706","15.728","4.75",""
"1904-6-9T1:14:0","1904","06","09","01","14","00","41.470","13.996","4.51",""
"1904-6-10T11:15:28","1904","06","10","11","15","28","44.200","10.842","4.82",""
"1904-6-20T1:24:0","1904","06","20","01","24","00","43.013","12.660","4.10",""
"1904-7-12T5:31:0","1904","07","12","05","31","00","44.922","6.661","5.08",""
"1904-7-16T23:35:0","1904","07","16","23","35","00","38.577","14.809","4.16",""
"1904-7-18T20:2:0","1904","07","18","20","02","00","41.204","14.847","4.50",""
"1904-9-2T11:21:0","1904","09","02","11","21","00","43.035","13.301","4.63",""
"1904-9-7T11:30:0","1904","09","07","11","30","00","42.979","11.383","4.31",""
"1904-9-16T5:37:11","1904","09","16","05","37","11","45.300","14.600","5.10",""
"1904-9-24T9:30:0","1904","09","24","09","30","00","42.943","12.703","4.24",""
"1904-10-9T6:41:0","1904","10","09","06","41","00","46.267","12.515","4.16",""
"1904-11-2T15:32:5","1904","11","02","15","32","05","41.932","13.918","4.54",""
"1904-11-10T17:9:0","1904","11","10","17","09","00","46.020","14.250","4.40",""
"1904-11-15T19:16:0","1904","11","15","19","16","00","43.881","7.718","4.16",""
"1904-11-17T5:2:0","1904","11","17","05","02","00","43.965","10.821","5.10",""
"1904-11-25T21:30:0","1904","11","25","21","30","00","46.030","14.220","4.16",""
"1905-1-20T0:0:0","1905","01","20","00","00","00","45.525","6.225","3.70",""
"1905-2-3T19:28:0","1905","02","03","19","28","00","46.250","13.750","4.40",""
"1905-2-12T8:28:0","1905","02","12","08","28","00","42.862","11.558","4.55",""
"1905-2-24T5:25:0","1905","02","24","05","25","00","47.300","11.670","4.63",""
"1905-3-14T19:16:0","1905","03","14","19","16","00","40.951","14.807","4.90",""
"1905-4-2T17:46:0","1905","04","02","17","46","00","46.420","13.750","4.16",""
"1905-4-28T1:45:0","1905","04","28","01","45","00","47.290","10.980","4.16",""
"1905-4-28T1:45:0","1905","04","28","01","45","00","47.300","11.000","4.16",""
"1905-4-29T1:46:45","1905","04","29","01","46","45","46.016","7.011","5.10",""
"1905-5-30T4:55:0","1905","05","30","04","55","00","44.435","7.646","4.65",""
"1905-6-29T19:49:0","1905","06","29","19","49","00","40.525","15.599","4.14",""
"1905-8-13T10:22:0","1905","08","13","10","22","00","45.971","6.992","4.90",""
"1905-8-18T4:7:0","1905","08","18","04","07","00","41.649","15.379","4.61",""
"1905-8-25T20:41:0","1905","08","25","20","41","00","42.019","14.026","5.15",""
"1905-9-8T1:43:0","1905","09","08","01","43","00","38.811","16.000","6.95",""
"1905-9-16T3:4:0","1905","09","16","03","04","00","47.130","10.120","4.16",""
"1905-11-26T0:0:0","1905","11","26","00","00","00","41.134","15.028","5.18",""
"1905-11-30T22:0:0","1905","11","30","22","00","00","43.158","13.220","3.70",""
"1905-12-6T0:8:0","1905","12","06","00","08","00","46.100","7.000","3.50",""
"1905-12-9T21:41:0","1905","12","09","21","41","00","42.843","12.701","4.24",""
"1905-12-25T17:5:0","1905","12","25","17","05","00","46.810","9.480","4.70",""
"1905-12-26T0:25:0","1905","12","26","00","25","00","46.880","9.430","4.70",""
"1906-1-25T1:45:0","1906","01","25","01","45","00","40.842","15.018","4.16",""
"1906-1-28T8:10:0","1906","01","28","08","10","00","47.130","10.270","4.16",""
"1906-1-29T15:5:0","1906","01","29","15","05","00","42.607","13.423","4.28",""
"1906-2-5T3:44:16","1906","02","05","03","44","16","46.080","14.550","4.16",""
"1906-2-5T16:34:0","1906","02","05","16","34","00","42.722","12.860","4.41",""
"1906-2-21T20:49:0","1906","02","21","20","49","00","41.752","12.684","4.08",""
"1906-3-19T20:15:0","1906","03","19","20","15","00","38.709","13.193","4.63",""
"1906-3-22T19:40:0","1906","03","22","19","40","00","38.015","15.130","4.16",""
"1906-4-7T16:53:0","1906","04","07","16","53","00","46.490","14.590","4.40",""
"1906-4-21T6:35:0","1906","04","21","06","35","00","43.446","11.137","4.30",""
"1906-4-22T23:12:0","1906","04","22","23","12","00","37.955","14.165","4.18",""
"1906-5-1T0:30:0","1906","05","01","00","30","00","46.400","14.280","4.16",""
"1906-6-2T0:10:0","1906","06","02","00","10","00","37.591","15.039","3.19",""
"1906-6-3T19:39:0","1906","06","03","19","39","00","46.464","13.020","4.38",""
"1906-6-4T23:20:0","1906","06","04","23","20","00","37.750","14.400","5.15",""
"1906-6-10T1:44:0","1906","06","10","01","44","00","38.806","15.235","3.93",""
"1906-6-16T11:17:23","1906","06","16","11","17","23","46.100","14.570","4.56",""
"1906-7-1T0:50:0","1906","07","01","00","50","00","42.384","13.141","4.29",""
"1906-7-2T19:50:0","1906","07","02","19","50","00","40.297","15.991","3.78",""
"1906-7-14T18:35:0","1906","07","14","18","35","00","44.734","8.880","4.16",""
"1906-8-2T3:48:0","1906","08","02","03","48","00","45.552","10.361","3.76",""
"1906-8-11T9:58:0","1906","08","11","09","58","00","43.787","7.900","4.41",""
"1906-8-25T3:11:0","1906","08","25","03","11","00","44.812","10.079","4.25",""
"1906-9-11T19:3:0","1906","09","11","19","03","00","37.989","13.677","5.02",""
"1906-11-10T17:55:0","1906","11","10","17","55","00","44.388","9.567","4.22",""
"1906-11-20T14:34:0","1906","11","20","14","34","00","37.764","15.056","2.91",""
"1906-12-20T2:38:0","1906","12","20","02","38","00","43.457","11.219","3.96",""
"1907-1-21T3:41:0","1907","01","21","03","41","00","38.021","13.552","4.14",""
"1907-1-23T0:25:0","1907","01","23","00","25","00","43.048","14.097","4.75",""
"1907-3-3T10:48:0","1907","03","03","10","48","00","40.892","12.965","4.40",""
"1907-3-15T2:0:0","1907","03","15","02","00","00","46.370","14.130","4.16",""
"1907-3-20T13:28:0","1907","03","20","13","28","00","41.579","14.528","4.38",""
"1907-4-20T13:25:0","1907","04","20","13","25","00","46.508","10.476","4.76",""
"1907-4-24T21:0:0","1907","04","24","21","00","00","37.633","13.637","4.40",""
"1907-4-25T4:52:0","1907","04","25","04","52","00","45.318","11.073","4.79",""
"1907-5-8T0:0:0","1907","05","08","00","00","00","","","",""
"1907-5-10T4:25:0","1907","05","10","04","25","00","46.130","14.600","3.93",""
"1907-7-2T2:32:0","1907","07","02","02","32","00","46.423","13.103","4.53",""
"1907-7-10T3:0:0","1907","07","10","03","00","00","41.889","14.065","3.93",""
"1907-10-7T14:22:0","1907","10","07","14","22","00","41.685","13.655","4.20",""
"1907-10-23T20:28:19","1907","10","23","20","28","19","38.086","15.985","5.96",""
"1907-11-12T15:50:0","1907","11","12","15","50","00","47.310","11.590","4.16",""
"1907-12-7T21:28:0","1907","12","07","21","28","00","37.632","15.134","4.03",""
"1907-12-15T13:6:55","1907","12","15","13","06","55","43.402","11.353","4.19",""
"1907-12-18T19:21:0","1907","12","18","19","21","00","40.845","14.892","4.52",""
"1907-12-20T10:29:15","1907","12","20","10","29","15","43.486","11.374","4.44",""
"1907-12-22T5:59:0","1907","12","22","05","59","00","41.880","14.066","4.16",""
"1908-1-8T21:41:0","1908","01","08","21","41","00","42.120","15.503","4.16",""
"1908-1-16T10:27:0","1908","01","16","10","27","00","42.338","13.368","4.12",""
"1908-2-1T6:25:0","1908","02","01","06","25","00","47.310","11.070","4.16",""
"1908-2-3T13:36:26","1908","02","03","13","36","26","45.560","11.176","4.32",""
"1908-3-1T5:23:0","1908","03","01","05","23","00","39.128","16.313","4.77",""
"1908-3-1T14:1:0","1908","03","01","14","01","00","45.680","14.200","4.40",""
"1908-3-15T7:38:38","1908","03","15","07","38","38","45.623","11.207","4.91",""
"1908-3-17T3:59:0","1908","03","17","03","59","00","43.129","13.339","4.61",""
"1908-3-26T13:49:0","1908","03","26","13","49","00","40.498","16.419","4.31",""
"1908-4-8T0:4:0","1908","04","08","00","04","00","45.950","14.700","4.16",""
"1908-5-5T13:50:0","1908","05","05","13","50","00","37.686","15.139","3.19",""
"1908-5-9T4:1:0","1908","05","09","04","01","00","44.344","9.312","3.83",""
"1908-5-9T10:38:0","1908","05","09","10","38","00","37.669","15.165","3.47",""
"1908-5-24T8:37:0","1908","05","24","08","37","00","45.464","8.074","4.10",""
"1908-5-26T16:47:0","1908","05","26","16","47","00","37.707","15.091","3.19",""
"1908-6-2T22:30:0","1908","06","02","22","30","00","44.264","10.823","4.50",""
"1908-6-5T2:58:0","1908","06","05","02","58","00","41.889","14.065","3.93",""
"1908-6-26T13:15:0","1908","06","26","13","15","00","43.322","11.450","4.36",""
"1908-6-28T3:19:0","1908","06","28","03","19","00","44.833","11.294","3.93",""
"1908-6-30T5:44:0","1908","06","30","05","44","00","38.560","14.581","4.40",""
"1908-7-10T2:13:35","1908","07","10","02","13","35","46.465","13.191","5.31",""
"1908-7-10T6:40:39","1908","07","10","06","40","39","46.417","13.167","4.84",""
"1908-7-31T7:33:26","1908","07","31","07","33","26","46.450","13.200","4.67",""
"1908-8-15T9:40:0","1908","08","15","09","40","00","37.907","14.337","5.08",""
"1908-8-21T7:24:0","1908","08","21","07","24","00","41.500","13.800","4.40",""
"1908-9-16T20:15:0","1908","09","16","20","15","00","41.752","15.715","3.72",""
"1908-10-3T18:3:40","1908","10","03","18","03","40","46.080","14.820","4.16",""
"1908-10-6T22:0:0","1908","10","06","22","00","00","41.659","13.752","4.57",""
"1908-10-25T22:7:0","1908","10","25","22","07","00","47.250","10.740","4.16",""
"1908-11-5T16:50:0","1908","11","05","16","50","00","38.071","16.014","4.58",""
"1908-11-7T15:23:0","1908","11","07","15","23","00","43.273","11.682","4.25",""
"1908-11-16T16:28:0","1908","11","16","16","28","00","43.156","13.597","3.70",""
"1908-12-10T6:20:0","1908","12","10","06","20","00","38.059","15.036","5.11",""
"1908-12-18T5:6:0","1908","12","18","05","06","00","47.000","12.540","4.40",""
"1908-12-28T4:20:27","1908","12","28","04","20","27","38.146","15.687","7.10",""
"1909-1-2T1:5:0","1909","01","02","01","05","00","37.231","14.520","5.33",""
"1909-1-3T4:20:0","1909","01","03","04","20","00","38.806","15.235","4.86",""
"1909-1-11T1:15:0","1909","01","11","01","15","00","41.584","13.772","4.16",""
"1909-1-13T0:45:0","1909","01","13","00","45","00","44.579","11.688","5.36",""
"1909-1-20T19:58:0","1909","01","20","19","58","00","40.178","18.031","4.51",""
"1909-1-23T18:28:0","1909","01","23","18","28","00","38.187","15.624","5.15",""
"1909-2-6T8:5:0","1909","02","06","08","05","00","42.562","12.647","4.16",""
"1909-2-17T16:58:0","1909","02","17","16","58","00","46.283","6.717","4.29",""
"1909-3-16T15:53:0","1909","03","16","15","53","00","42.442","13.393","4.03",""
"1909-3-18T2:51:0","1909","03","18","02","51","00","44.185","10.431","4.13",""
"1909-5-12T2:10:0","1909","05","12","02","10","00","47.150","10.750","4.16",""
"1909-5-17T10:28:0","1909","05","17","10","28","00","39.312","16.777","4.16",""
"1909-5-27T6:10:0","1909","05","27","06","10","00","43.908","8.076","4.34",""
"1909-6-7T1:30:0","1909","06","07","01","30","00","37.948","13.345","3.73",""
"1909-7-1T6:24:0","1909","07","01","06","24","00","38.147","15.601","5.49",""
"1909-7-29T3:0:0","1909","07","29","03","00","00","41.584","13.772","4.16",""
"1909-8-25T0:22:0","1909","08","25","00","22","00","43.150","11.403","5.34",""
"1909-8-25T0:30:3","1909","08","25","00","30","03","43.133","11.200","5.09",""
"1909-8-31T13:41:0","1909","08","31","13","41","00","41.937","12.412","4.15",""
"1909-9-20T5:4:0","1909","09","20","05","04","00","42.543","11.756","4.63",""
"1909-10-1T1:8:0","1909","10","01","01","08","00","42.736","12.737","4.40",""
"1909-10-5T1:10:0","1909","10","05","01","10","00","44.881","7.174","4.25",""
"1909-10-21T5:45:0","1909","10","21","05","45","00","37.652","15.162","3.19",""
"1909-10-21T16:48:0","1909","10","21","16","48","00","37.655","15.162","3.75",""
"1909-10-28T2:42:23","1909","10","28","02","42","23","45.500","14.300","4.16",""
"1909-11-8T23:45:0","1909","11","08","23","45","00","38.353","16.081","3.93",""
"1909-11-20T12:51:0","1909","11","20","12","51","00","38.203","15.596","3.46",""
"1909-11-20T20:50:0","1909","11","20","20","50","00","38.220","15.638","3.70",""
"1909-12-3T6:20:0","1909","12","03","06","20","00","40.843","15.370","3.96",""
"1909-12-3T11:50:0","1909","12","03","11","50","00","37.897","13.096","3.70",""
"1909-12-24T18:40:0","1909","12","24","18","40","00","45.571","10.348","4.17",""
"1910-1-22T20:30:0","1910","01","22","20","30","00","45.022","11.176","4.02",""
"1910-1-23T1:50:0","1910","01","23","01","50","00","44.857","9.659","4.39",""
"1910-1-25T8:27:0","1910","01","25","08","27","00","38.453","13.259","4.48",""
"1910-2-17T13:27:0","1910","02","17","13","27","00","38.709","13.193","4.16",""
"1910-2-22T15:35:0","1910","02","22","15","35","00","42.092","13.363","4.16",""
"1910-3-6T22:22:0","1910","03","06","22","22","00","42.630","13.105","3.93",""
"1910-3-22T23:29:0","1910","03","22","23","29","00","44.821","11.162","4.16",""
"1910-3-23T1:55:0","1910","03","23","01","55","00","37.740","14.997","3.19",""
"1910-3-31T18:38:0","1910","03","31","18","38","00","38.947","16.509","3.93",""
"1910-4-5T19:20:0","1910","04","05","19","20","00","45.836","12.964","4.12",""
"1910-5-28T1:45:0","1910","05","28","01","45","00","40.132","16.132","3.84",""
"1910-6-7T2:4:0","1910","06","07","02","04","00","40.898","15.421","5.76",""
"1910-6-8T11:49:0","1910","06","08","11","49","00","37.870","14.162","3.90",""
"1910-6-13T23:43:0","1910","06","13","23","43","00","38.009","15.785","4.36",""
"1910-6-29T13:52:0","1910","06","29","13","52","00","42.742","12.929","4.93",""
"1910-7-3T3:57:0","1910","07","03","03","57","00","37.722","15.153","2.91",""
"1910-7-13T8:32:0","1910","07","13","08","32","00","47.320","10.840","5.10",""
"1910-8-31T18:57:23","1910","08","31","18","57","23","42.000","17.000","4.63",""
"1910-9-6T3:20:0","1910","09","06","03","20","00","44.548","9.392","4.13",""
"1910-9-15T16:55:0","1910","09","15","16","55","00","47.320","10.840","4.16",""
"1910-10-3T11:4:0","1910","10","03","11","04","00","40.177","16.248","4.62",""
"1910-11-18T2:42:0","1910","11","18","02","42","00","38.495","15.395","4.16",""
